Ticker,Company
002565.SZ,"Shanghai Shunho New Materials Technology Co.,Ltd."
002214.SZ,"Zhe Jiang Dali Technology Co.,Ltd"
000829.SZ,"Telling Telecommunication Holding Co.,Ltd"
002971.SZ,"Hubei Heyuan Gas Co.,Ltd."
001208.SZ,"Hunan Valin Wire & Cable Co.,Ltd."
002651.SZ,"Chengdu Leejun Industrial Co., Ltd."
000712.SZ,Guangdong Golden Dragon Development Inc.
301191.SZ,"Shenzhen Phoenix Telecom Technology Co.,Ltd."
000869.SZ,Yantai Changyu Pioneer Wine Company Limited
200869.SZ,Yantai Changyu Pioneer Wine Company Limited
300772.SZ,"Windey Energy Technology Group Co., Ltd."
300072.SZ,"Beijing Haixin Energy Technology Co.,Ltd."
002233.SZ,"Guangdong Tapai Group Co., Ltd."
002985.SZ,"Beijing Beimo High-tech Frictional Material Co.,Ltd"
002115.SZ,Sunwave Communications Co.Ltd
000848.SZ,Cheng De Lolo Company Limited
301522.SZ,"ZhongHe Shangda Aeronautic Materials Co., Ltd."
002730.SZ,"Dianguang Explosion-proof Technology Co.,Ltd."
002053.SZ,"Yunnan Energy Investment Co., Ltd."
300298.SZ,Sinocare Inc.
002759.SZ,"Tonze New Energy Technology Co.,Ltd."
000980.SZ,"Zotye Automobile Co., Ltd"
300741.SZ,"Huabao Technology Co., Ltd."
002445.SZ,"Jiangyin Zhongnan Heavy Industries Co.,Ltd"
300634.SZ,"Richinfo Technology Co., Ltd."
002345.SZ,"Guangdong Chj Industry Co.,Ltd."
300180.SZ,"Huafon Microfibre (Shanghai) Co., Ltd."
002368.SZ,Taiji Computer Corporation Limited
300151.SZ,"Shenzhen Changhong Technology Co., Ltd."
000751.SZ,"Huludao Zinc Industry Co.,Ltd."
301189.SZ,"Shenzhen Aoni Electronic Co., Ltd."
002332.SZ,"Zhejiang Xianju Pharmaceutical Co., Ltd."
002119.SZ,"Ningbo Kangqiang Electronics Co., Ltd"
301328.SZ,"WCON Electronics Co., Ltd."
300145.SZ,"Nanfang Pump Industry Co., Ltd."
000012.SZ,"CSG Holding Co., Ltd."
200012.SZ,"CSG Holding Co., Ltd."
300740.SZ,"SYoung Group Co., Ltd."
002550.SZ,"Changzhou Qianhong Biopharma CO.,LTD"
000676.SZ,"Genimous Technology Co., Ltd."
002208.SZ,"Hefei Urban Construction Development Co., Ltd"
002121.SZ,"Shenzhen Clou Electronics Co., Ltd."
002104.SZ,"Hengbao Co.,Ltd."
300766.SZ,"Merit Interactive Co.,Ltd."
002249.SZ,"Zhongshan Broad-Ocean Motor Co., Ltd."
002958.SZ,"Qingdao Rural Commercial Bank Co., Ltd."
000528.SZ,"Guangxi Liugong Machinery Co., Ltd."
301362.SZ,"Up-shine Lighting Co., Limited"
002439.SZ,Venustech Group Inc.
301316.SZ,"Hydsoft Technology Co.,Ltd."
300735.SZ,"DBG Technology Co., Ltd."
000050.SZ,"Tianma Microelectronics Co., Ltd."
300440.SZ,"Chengdu Yunda Technology Co., Ltd."
301580.SZ,"Aidite (Qinhuangdao) Technology Co., Ltd."
002039.SZ,"GuiZhou QianYuan Power Co., Ltd."
300348.SZ,"Shenzhen Sunline Tech Co., Ltd."
300322.SZ,"Huizhou Speed Wireless Technology Co.,Ltd."
300053.SZ,"Zhuhai Aerospace Microchips Science & Technology Co., Ltd."
002173.SZ,"Innovative Medical Management Co.,Ltd."
300633.SZ,SonoScape Medical Corp.
001233.SZ,"Haian Rubber Group Co., Ltd."
002533.SZ,"Gold cup Electric Apparatus Co.,Ltd."
003013.SZ,"Guangzhou Metro Design & Research Institute Co., Ltd."
301376.SZ,"Ziel Home Furnishing Technology Co., Ltd."
301631.SZ,"Shenzhen Uniconn Technology Co., Ltd."
002721.SZ,"Beijing Kingee Culture Development Co., Ltd."
301357.SZ,"North Long Dragon New Materials Tech Co., Ltd."
000722.SZ,"Hunan Development Group Co., Ltd."
002075.SZ,"Jiangsu Shagang Co., Ltd."
001323.SZ,"De Rucci Healthy Sleep Co., Ltd."
301280.SZ,"Zhejiang ZUCH Technology Co., Ltd"
002099.SZ,"Zhejiang Hisoar Pharmaceutical Co., Ltd."
002272.SZ,"Sichuan Crun Co., Ltd"
001285.SZ,"Guangzhou Ruili Kormee Automotive Electronic Co., Ltd."
300378.SZ,"Digiwin Co., Ltd."
301070.SZ,"Kale Environment Technology (Shanghai) Co., Ltd."
300129.SZ,"TSP Wind Power Group Co., Ltd."
002150.SZ,"Jiangsu Chint Power Technology Co., Ltd."
002125.SZ,"Xiangtan Electrochemical Scientific Co.,Ltd"
300337.SZ,"Yinbang Clad Material Co.,Ltd"
002681.SZ,"Shenzhen Fenda Technology Co., Ltd."
000059.SZ,"North Huajin Chemical Industries Co.,Ltd"
301225.SZ,"Hengbo Holdings Co.,Ltd."
301680.SZ,"Goode EIS (Suzhou) Corp., Ltd."
300127.SZ,"Chengdu Galaxy Magnets Co.,Ltd."
300101.SZ,"Chengdu CORPRO Technology Co.,Ltd."
301565.SZ,"Sinolong New Materials Co., Ltd."
301520.SZ,"Anhui Wanbang Pharmaceutical Technology Co.,Ltd."
301551.SZ,"Hebei Broadcasting Wireless Media Co., Ltd."
000593.SZ,"Delong Composite Energy Group Co., Ltd."
000533.SZ,"Guangdong Shunna Electric Co., Ltd"
002928.SZ,"China Express Airlines Co.,LTD"
000818.SZ,"Hangjin Technology Co., Ltd."
002941.SZ,"Xinjiang Communications Construction Group Co., Ltd."
002818.SZ,"Chengdu Fusen Noble-House Industrial Co.,Ltd."
300327.SZ,Sino Wealth Electronic Ltd.
002488.SZ,Zhejiang Jingu Company Limited
002267.SZ,"Shaanxi Provincial Natural Gas Co.,Ltd"
300042.SZ,"Netac Technology Co., Ltd."
300222.SZ,"CSG Smart Science&Technology Co.,Ltd."
002955.SZ,"Hitevision Co., Ltd."
300444.SZ,"Beijing SOJO Electric Co., Ltd."
300045.SZ,Hwa Create Corporation
300252.SZ,"Kingsignal Technology Co., Ltd."
301559.SZ,"CIMC Safeway Technologies Co., Ltd."
000885.SZ,CEVIA Enviro Inc.
001237.SZ,"Ningbo Hicon Industry Technology Co., Ltd."
003040.SZ,"Chutian Dragon Co., Ltd."
002030.SZ,"Daan Gene Co., Ltd."
000860.SZ,"Beijing Shunxin Agriculture Co.,Ltd"
002350.SZ,"Beijing Creative Group Co., Ltd."
002516.SZ,"Kuangda Technology Group Co., Ltd."
000859.SZ,"Anhui Guofeng New Materials Co., Ltd."
002097.SZ,"Sunward Intelligent Equipment Co., Ltd."
003009.SZ,"Shaanxi Zhongtian Rocket Technology Co., Ltd."
300098.SZ,"Gosuncn Technology Group Co., Ltd."
002572.SZ,"Suofeiya Home Collection Co., Ltd."
300401.SZ,"Zhejiang Garden Biopharmaceutical Co.,Ltd."
300706.SZ,"Fujian Acetron New Materials Co., Ltd."
301262.SZ,"Hicon Network Technology (Shandong) Co.,Ltd."
301327.SZ,"Shenzhen Hello Tech Energy Co., Ltd."
301179.SZ,"Jiangsu Zeyu Intelligent Power Co.,Ltd."
300516.SZ,"Hubei Jiuzhiyang Infrared System Co., Ltd"
002737.SZ,"Sunflower Pharmaceutical Group Co., Ltd."
300770.SZ,"Guangdong Southern New Media Co.,Ltd."
002446.SZ,"Guangdong Shenglu Telecommunication Tech. Co., Ltd."
000019.SZ,"Shenzhen Cereals Holdings Co.,Ltd."
200019.SZ,"Shenzhen Cereals Holdings Co.,Ltd."
002803.SZ,"Xiamen Jihong Co., Ltd"
301413.SZ,"Shenzhen Ampron Technology Co., Ltd."
000650.SZ,"Renhe Pharmacy Co.,Ltd"
300400.SZ,"Shenzhen JT Automation Equipment Co.,Ltd"
002386.SZ,"Yibin Tianyuan Group Co., Ltd."
000756.SZ,Shandong Xinhua Pharmaceutical Company Limited
002833.SZ,"Guangzhou KDT Machinery Group Co., Ltd."
000026.SZ,"FIYTA Precision Technology Co., Ltd."
200026.SZ,"FIYTA Precision Technology Co., Ltd."
300709.SZ,"Jiangsu Gian Technology Co., Ltd."
300119.SZ,"Tianjin Ringpu Bio-Technology Co.,Ltd."
300872.SZ,"Tansun Technology Co., Ltd."
301326.SZ,"J.Pond Precision Technology Co., Ltd."
000989.SZ,"Jiuzhitang Co., Ltd."
001298.SZ,"Shenzhen Best of Best Holdings Co.,Ltd."
000498.SZ,"Shandong Hi-Speed Road&Bridge Group Co., Ltd."
300294.SZ,"China Resources Boya Bio-pharmaceutical Group Co.,Ltd"
300192.SZ,"Suzhou Kingswood Education Technology Co., Ltd."
002434.SZ,"Zhejiang Wanliyang Co., Ltd."
300482.SZ,"Guangzhou Wondfo Biotech Co.,Ltd"
300143.SZ,"INKON Life Technology Co., Ltd."
002785.SZ,"Xiamen Wanli Stone Stock Co.,Ltd"
002219.SZ,"New Journey Health Technology Group Co.,LTD"
002824.SZ,"Guangdong Hoshion Industrial Aluminium Co., Ltd."
301487.SZ,"Tianjin Guoan Mengguli New Materials Science & Technology Co., Ltd."
002885.SZ,"ShenzhenJingQuanHua Electronics Co.,Ltd."
301160.SZ,"Suzhou Xianglou New Material Co., Ltd."
300895.SZ,"Beijing Topnew Info & Tech Co., Ltd."
002135.SZ,"Zhejiang Southeast Space Frame Co., Ltd."
002239.SZ,"Aotecar New Energy Technology Co., Ltd."
002110.SZ,"Sansteel MinGuang Co.,Ltd.,Fujian"
000402.SZ,"Financial Street Holdings Co., Ltd."
300852.SZ,"Sihui Fuji Electronics Technology Co., Ltd."
300926.SZ,"Jiangsu Bojun Industrial Technology Co., Ltd"
002023.SZ,"Sichuan Haite High-tech Co.,Ltd"
002674.SZ,"Xingye Leather Technology Co., Ltd."
002810.SZ,"Shandong Head Group Co.,Ltd."
000928.SZ,"Sinosteel Engineering & Technology Co., Ltd."
300416.SZ,"Suzhou Sushi Testing Group Co.,Ltd."
300702.SZ,"Zhejiang Tianyu Pharmaceutical Co., Ltd."
002527.SZ,Shanghai STEP Electric Corporation
002782.SZ,"ShenZhen Click Technology Co.,LTD."
002213.SZ,"Shenzhen Dawei Innovation Technology Co., Ltd."
002303.SZ,"MYS Group Co., Ltd."
301176.SZ,"Ganzhou Yihao New Materials Co., Ltd."
003039.SZ,"Guangdong Shunkong Development Co.,Ltd."
301069.SZ,"Shandong Kaisheng New Materials Co.,Ltd."
002448.SZ,ZYNP Corporation
002471.SZ,"Jiangsu Zhongchao Holding Co., Ltd."
002342.SZ,"Juli Sling Co., Ltd."
002734.SZ,"Limin Group Co.,Ltd."
301306.SZ,"Xi'an Xice Testing Technology Co., Ltd."
300708.SZ,"Focus Lightings Tech Co., Ltd."
300641.SZ,"Jiangsu Zhengdan Chemical Industry Co., Ltd."
300700.SZ,"Changsha DIALINE New Material Sci.&Tech. Co., Ltd."
300731.SZ,"Shenzhen Cotran New Material Co.,Ltd."
300939.SZ,"Shenzhen AV-Display Co., Ltd."
301228.SZ,"SEP Analytical (Shanghai) Co., Ltd."
002275.SZ,"Guilin Sanjin Pharmaceutical Co., Ltd."
002108.SZ,"Cangzhou Mingzhu Plastic Co.,Ltd."
301365.SZ,"Matrix Design Co., Ltd."
000517.SZ,"Rongan Property Co.,Ltd."
002796.SZ,Suzhou Shijia Science & Technology Inc.
002106.SZ,"Shenzhen Laibao Hi-Tech Co., Ltd."
002034.SZ,"Wangneng Environment Co.,Ltd"
301050.SZ,"Chengdu RML Technology Co., Ltd."
301215.SZ,"CATARC Automotive Proving Ground Co.,Ltd."
000030.SZ,FAWER Automotive Parts Limited Company
200030.SZ,FAWER Automotive Parts Limited Company
002284.SZ,"Zhejiang Asia-Pacific Mechanical & Electronic Co.,Ltd"
002163.SZ,"Hainan Development HoldingsNanhai Co., Ltd."
002212.SZ,Topsec Technologies Group Inc.
002605.SZ,"Shanghai Yaoji Technology Co., Ltd."
301687.SZ,"Suzhou Xinguangyi Electronics Co., Ltd."
300566.SZ,"Ningbo Exciton Technology Co., Ltd."
300959.SZ,"Wuxi Online Offline Communication Information Technology Co., Ltd."
300834.SZ,"Rastar Environmental Protection Materials Co., Ltd."
301234.SZ,"Anhui Hongyu Wuzhou Medical Manufacturer Co.,LTD."
300168.SZ,"Wonders Information Co., Ltd"
300900.SZ,"Guanglian Aviation Industry Co., Ltd."
300841.SZ,"Chengdu Kanghua Biological Products Co., Ltd."
301592.SZ,"Sichuan 6912 Communication Technology Co.,Ltd."
300080.SZ,"Henan Yicheng New Energy Co., Ltd."
301568.SZ,"Xiamen Sinic-Tek Intelligent Technology Co., Ltd."
000544.SZ,"Zhongyuan Environmental Protection Co., Ltd."
000058.SZ,"Shenzhen SEG Co.,Ltd"
200058.SZ,"Shenzhen SEG Co.,Ltd"
301602.SZ,"Shantou Institute of Ultrasonic Instrument Co., Ltd."
301321.SZ,"Highbroad Advanced Material (Hefei) Co., Ltd."
002036.SZ,"LianChuang Electronic Technology Co.,Ltd"
000597.SZ,"Northeast Pharmaceutical Group Co., Ltd."
000755.SZ,"Shanxi Hi-speed Group Co., Ltd."
001314.SZ,"Emdoor Information CO.,LTD."
300091.SZ,"Jin Tong Ling Technology Group Co., Ltd."
301162.SZ,"State Power Rixin Technology Co., Ltd."
300227.SZ,"Shenzhen Sunshine Laser & Electronics Technology Co., Ltd."
002631.SZ,"Der Future Science and Technology Holding Group Co., Ltd."
002194.SZ,"Wuhan Fingu Electronic Technology Co., LTD."
002077.SZ,"Jiangsu Dagang Co., Ltd."
002438.SZ,"Jiangsu Shentong Valve Co., Ltd."
301282.SZ,"Camelot Electronics Technology Co.,Ltd."
002256.SZ,"ZETTA Group Co., Ltd."
001330.SZ,"Bona Film Group Co., Ltd."
301323.SZ,"Guangzhou Newlife New Material CO., LTD"
001311.SZ,"Chuzhou Duoli Automotive Technology Co., Ltd."
300985.SZ,"Changchun Zhiyuan New Energy Equipment Co., Ltd"
300685.SZ,"Amoy Diagnostics Co., Ltd."
000813.SZ,Dezhan Healthcare Company Limited
002093.SZ,"Guomai Technologies, Inc."
002708.SZ,Changzhou Nrb Corporation
301045.SZ,"Talant Optronics (Suzhou) Co., Ltd."
002452.SZ,"Changgao Electric Group Co., Ltd."
300697.SZ,"Jiangyin Electrical Alloy Co.,Ltd"
300153.SZ,"Shanghai Cooltech Power Co., Ltd."
300598.SZ,"ArcherMind Technology Co., Ltd."
301182.SZ,"Henan Carve Electronics Technology Co., Ltd."
002733.SZ,"Shenzhen Center Power Tech. Co., Ltd"
002528.SZ,Shenzhen Infinova Limited
300648.SZ,"Fujian Nebula Electronics Co., Ltd."
002014.SZ,"Huangshan Novel Co.,Ltd"
000631.SZ,Shunfa Hengneng Corporation
002006.SZ,"Zhejiang Jinggong Integration Technology Co., Ltd."
300520.SZ,"GuoChuang Software Co.,Ltd."
300341.SZ,"Motic (Xiamen) Electric Group Co.,Ltd"
300267.SZ,"Hunan Er-Kang Pharmaceutical Co., Ltd"
300819.SZ,"Jiangsu Jujie Microfiber Technology Group Co., Ltd."
002127.SZ,"NanJi E-Commerce Co., LTD"
001382.SZ,"Guangdong Xinyaguang Cable Co., Ltd."
300206.SZ,"Edan Instruments, Inc."
300393.SZ,"Jolywood (Suzhou) Sunwatt Co.,Ltd."
300406.SZ,"Beijing Strong Biotechnologies,Inc."
000968.SZ,Shanxi Blue Flame Holding Company Limited
002787.SZ,"Suzhou Hycan Holdings Co., Ltd."
300783.SZ,Three Squirrels Inc.
300997.SZ,"HUANLEJIA Food Group CO.,Ltd"
301667.SZ,"RNBC New Energy Co., Ltd."
002892.SZ,"Keli Motor Group Co., Ltd."
002650.SZ,"Jiajia Food Group Co.,Ltd"
002537.SZ,"HyUnion Holding Co.,Ltd"
300893.SZ,"Zhejiang Songyuan Automotive Safety Systems Co.,Ltd."
300174.SZ,"Fujian Yuanli Active Carbon Co.,Ltd."
002727.SZ,"Yixintang Pharmaceutical Group Co., Ltd."
000008.SZ,"China High-Speed Railway Technology Co., Ltd."
002057.SZ,"Sinosteel New Materials Co., Ltd."
000595.SZ,"Ningxia Guoyun New Energy Co., Ltd."
000503.SZ,"China Reform Health Management and Services Group Co., Ltd."
002907.SZ,"Chongqing Pharscin Pharmaceutical Co., Ltd."
000524.SZ,Guangzhou Lingnan Group Holdings Company Limited
002038.SZ,"Beijing SL Pharmaceutical Co., Ltd."
000796.SZ,"Caissa Tourism Group Co., Ltd."
000589.SZ,"Guizhou Tyre Co.,Ltd."
300467.SZ,"Sichuan Xunyou Network Technology Co., Ltd."
301628.SZ,"Shenzhen Q&D Circuits Co., Ltd."
300057.SZ,"Shantou Wanshun New Material Group Co., Ltd."
300196.SZ,"Jiangsu Changhai Composite Materials Co., Ltd"
002421.SZ,"Shenzhen Das Intellitech Co., Ltd."
000561.SZ,"Shaanxi Fenghuo Electronics Co., Ltd."
300075.SZ,"Beijing eGOVA Co,. Ltd"
002546.SZ,"Nanjing Xinlian Electronics Co., Ltd"
300284.SZ,JSTI Group
002380.SZ,"Nanjing Sciyon Wisdom Technology Group Co., Ltd."
300617.SZ,"Jiangsu Ankura Intelligent Electric Co., Ltd."
300283.SZ,"Wenzhou Hongfeng Electrical Alloy Co., Ltd."
300785.SZ,"Beijing Zhidemai Technology Co., Ltd."
300983.SZ,"Shanghai Urban Architecture Design Co., Ltd."
002935.SZ,"Chengdu Spaceon Electronics Co., Ltd."
300063.SZ,"Guangdong Tloong Technology Group Co.,Ltd"
002840.SZ,"Zhejiang Huatong Meat Products Co., Ltd."
002009.SZ,Miracle Automation Engineering Co.Ltd
300125.SZ,"Lingda Group Co., Ltd."
002678.SZ,"Guangzhou Pearl River Piano Group Co.,Ltd"
300493.SZ,"Shanghai Fortune Techgroup Co., Ltd."
000777.SZ,"SUFA Technology Industry Co., Ltd., CNNC"
000541.SZ,"Foshan Electrical and Lighting Co.,Ltd"
200541.SZ,"Foshan Electrical and Lighting Co.,Ltd"
002470.SZ,"Kingenta Ecological Engineering Group Co., Ltd."
001400.SZ,"Giansun Precision Technology Group Co., Ltd."
002412.SZ,"Hunan Hansen Pharmaceutical Co., Ltd."
001212.SZ,"Sinostone(Guangdong) Co.,Ltd."
300256.SZ,"Jiangxi Firstar Panel Technology Co.,Ltd."
301260.SZ,"Greenworks (Jiangsu) Co., Ltd."
002612.SZ,"Lancy Co., Ltd."
300358.SZ,Truking Technology Limited
300986.SZ,GETO New Materials Group Corporation Limited
000566.SZ,"Hainan Haiyao Co., Ltd."
001236.SZ,"Soho Holly Futures Co., Ltd."
000090.SZ,"Shenzhen Tagen Group Co., Ltd."
002052.SZ,"Shenzhen Coship Electronics Co., Ltd."
300981.SZ,"Zhonghong Pulin Medical Products Co., Ltd."
002255.SZ,"Suzhou Hailu Heavy Industry Co.,Ltd"
300681.SZ,"Zhuhai Enpower Electric Co.,Ltd."
300678.SZ,"Chengdu Information Technology of Chinese Academy of Sciences Co.,Ltd"
300221.SZ,"Guangdong Silver Age Sci & Tech Co.,Ltd."
300587.SZ,"Zhejiang Tiantie Science and Technology Co., Ltd."
000601.SZ,"GuangDong ShaoNeng Group Co., Ltd."
300265.SZ,"Jiangsu Tongguang Electronic Wire & Cable Co., Ltd."
002140.SZ,"East China Engineering Science and Technology Co., Ltd."
002951.SZ,"Sichuan Jinshi Technology Co.,Ltd"
300134.SZ,"Anhui Tatfook Technology Co., Ltd"
300079.SZ,"Sumavision Technologies Co.,Ltd."
301339.SZ,"Jiangsu Tongxingbao Intelligent Transportation Technology Co., Ltd."
300435.SZ,Hangzhou Zhongtai Cryogenic Technology Corporation
002638.SZ,"Dongguan Kingsun Optoelectronic Co.,Ltd."
300943.SZ,"Zhejiang Chunhui Intelligent Control Co., Ltd."
300006.SZ,"Chongqing Lummy Pharmaceutical Co., Ltd."
300226.SZ,"Shanghai Ganglian E-Commerce Holdings Co., Ltd."
002042.SZ,"Huafu Fashion Co., Ltd."
002123.SZ,"Montnets Cloud Technology Group Co., Ltd."
000025.SZ,"Shenzhen Tellus Holding Co., Ltd."
200025.SZ,"Shenzhen Tellus Holding Co., Ltd."
002540.SZ,"Jiangsu Asia-Pacific Light Alloy Technology Co., Ltd."
002242.SZ,"Joyoung Co.,Ltd"
000735.SZ,"Luoniushan Co., Ltd."
300815.SZ,"EIT Environmental Development Group Co.,Ltd"
300586.SZ,"Malion New Materials Co., Ltd."
002538.SZ,"Anhui Sierte Fertilizer Industry Ltd.,Company"
000572.SZ,"Haima Automobile Co.,Ltd"
300689.SZ,"Shenzhen Chengtian Weiye Technology Co., Ltd."
300540.SZ,"Sichuan Shudao Equipment & Technology Co.,Ltd."
300925.SZ,"Shenzhen Farben Information Technology Co.,Ltd."
002467.SZ,NET263 Ltd.
002424.SZ,"Guizhou Bailing Group Pharmaceutical Co., Ltd."
301153.SZ,"Beijing CTJ Information Technology Co., Ltd."
300905.SZ,"Poly Plastic Masterbatch (SuZhou) Co.,Ltd"
301683.SZ,"Guangzhou Human New Material Science and Technology Co., Ltd."
002697.SZ,"Chengdu Hongqi Chain Co.,Ltd."
300137.SZ,"Hebei Sailhero Environmental Protection High-tech Co.,Ltd"
301393.SZ,"Suzhou Highfine Biotech Co., Ltd."
300802.SZ,"Jutze Intelligence Technology Co.,Ltd"
300756.SZ,Guangdong Jinma Entertainment Corporation Limited
300579.SZ,"Beijing Certificate Authority Co.,Ltd."
300128.SZ,"Suzhou Jinfu Technology Co., Ltd."
002210.SZ,"Shenzhen Feima International Supply Chain Co., Ltd."
300189.SZ,"Hainan Shennong Seed Industry Technology Co., Ltd."
002519.SZ,"Jiangsu Yinhe Electronics Co.,Ltd."
300217.SZ,"Zhenjiang Dongfang Electric Heating Technology Co.,Ltd"
000881.SZ,"CGN Nuclear Technology Development Co., Ltd."
002664.SZ,"Xinzhi Group Co., Ltd."
301317.SZ,"Xinlei Compressor Co., Ltd."
300696.SZ,Chengdu ALD Aviation Manufacturing Corporation
300492.SZ,"Huatu Cendes CO., LTD"
002822.SZ,"Shenzhen Zhongzhuang Construction Group Co.,Ltd"
002992.SZ,"Shenzhen Baoming Technology Co.,Ltd."
002274.SZ,"Jiangsu Huachang Chemical Co., Ltd"
300525.SZ,Fujian Boss Software Corp.
002073.SZ,"Mesnac Co., Ltd."
002819.SZ,"Beijing Oriental Jicheng Co., Ltd."
002082.SZ,"Wanbangde Pharmaceutical Holding Group Co., Ltd."
301349.SZ,"Liaoning Xinde New Material Technology Co., Ltd."
300067.SZ,"Shanghai Anoky Group Co., Ltd"
000913.SZ,"Zhejiang Qianjiang Motorcycle Co., Ltd."
002067.SZ,"Zhejiang Jingxing Paper Joint Stock Co., Ltd."
300964.SZ,"Jiangsu Allfavor Intelligent Circuits Technology CO.,Ltd"
002489.SZ,"Yotrio Group Co., Ltd."
002478.SZ,"Jiangsu Changbao Steeltube Co.,Ltd"
002801.SZ,"Hangzhou Weiguang Electronic Co.,Ltd."
002206.SZ,"Zhejiang Hailide New Material Co.,Ltd"
002988.SZ,"Guangdong Haomei New Materials Co.,Ltd"
002141.SZ,"Infund Holding Co., Ltd."
002870.SZ,Guangdong Senssun Weighing Apparatus Group Ltd.
001322.SZ,"Arrow Home Group Co., Ltd."
002382.SZ,"Blue Sail Medical Co.,Ltd."
300809.SZ,"Hiecise Precision Equipment Co.,Ltd."
301408.SZ,"Anhui Huaren Health Pharmaceutical Co., Ltd."
300082.SZ,"Liaoning Oxiranchem,Inc."
301535.SZ,"Zhejiang Huayuan Auto Technology Co., Ltd."
002302.SZ,"China West Construction Group Co., Ltd"
301479.SZ,Guangdong Hongjing Optoelectronic Technology Inc.
000957.SZ,"Zhongtong Bus Holding Co.,LTD"
300307.SZ,"Ningbo Cixing Co.,Ltd."
001288.SZ,"Sichuan Zigong Conveying Machine Group Co., Ltd."
000912.SZ,Sichuan Lutianhua Company Limited By Shares
300443.SZ,"Jinlei Technology Co., Ltd."
002298.SZ,"Anhui ZhongDianXinLong Science and Technology Co., Ltd."
002997.SZ,"Rayhoo Motor Dies Co.,Ltd."
301101.SZ,"Mingyue Optical Lens Co.,Ltd."
300680.SZ,"Wuxi Longsheng Technology Co.,Ltd"
301148.SZ,"Xiamen Jiarong Technology Corp.,Ltd."
000551.SZ,"Create Technology & Science Co.,Ltd."
300343.SZ,"Lecron Industrial Development Group Co., Ltd."
301305.SZ,"Shenzhen Lions King Hi-Tech Co., Ltd"
300936.SZ,"Changzhou Zhongying Science & Technology Co., Ltd"
002132.SZ,"Henan Hengxing Science & Technology Co.,Ltd."
001210.SZ,"Kingfore Energy Group Co., Ltd."
300039.SZ,"Shanghai Kaibao Pharmaceutical CO.,Ltd"
002154.SZ,"Bxn Holding Co., Ltd."
300232.SZ,"Unilumin Group Co., Ltd"
000523.SZ,"Hongmian Zhihui Science and Technology Innovation Co.,Ltd.Guangzhou"
300197.SZ,"CECEP Techand Ecology&Environment Co.,Ltd."
300047.SZ,"Shenzhen Tianyuan DIC Information Technology Co., Ltd."
002349.SZ,"Jinghua Pharmaceutical Group Co., Ltd."
300324.SZ,"Beijing Watertek Information Technology Co., Ltd."
000615.SZ,"Jointown Aesthetics Valley Co., Ltd."
301003.SZ,"Jiangsu Boiln Plastics Co., Ltd."
002164.SZ,"Ningbo Donly Co.,Ltd"
002314.SZ,"Shenzhen New Nanshan Holding (Group) Co., Ltd."
300360.SZ,"Hangzhou Sunrise Technology Co.,Ltd."
300488.SZ,"EST Tools Co., Ltd"
002029.SZ,"Fujian Septwolves Industry Co., Ltd."
300946.SZ,"Hengerda New Materials (Fujian) Co., Ltd."
002695.SZ,"Jiangxi Huangshanghuang Group Food Co., Ltd."
301608.SZ,"Shenzhen Boshijie Technology Co., Ltd."
301322.SZ,"Guangdong Lvtong New Energy Electric Vehicle Technology Co., Ltd."
000531.SZ,Guangzhou Hengyun Enterprises Holding Ltd
300547.SZ,"Sichuan Chuanhuan Technology Co.,Ltd."
002752.SZ,Sunrise Group Company Limited
300722.SZ,"Jiangxi Xinyu Guoke Technology Co., Ltd"
000718.SZ,"Suning Universal Co.,Ltd"
300429.SZ,"Changzhou Tronly New Electronic Materials Co., Ltd."
002390.SZ,"Guizhou Xinbang Pharmaceutical Co., Ltd."
300203.SZ,"Focused Photonics (Hangzhou), Inc."
003006.SZ,"Chongqing Baiya Sanitary Products Co., Ltd."
300984.SZ,"Zhejiang JW Precision Machinery Co.,Ltd"
301230.SZ,"PharmaResources (Shanghai) Co., Ltd."
300041.SZ,"Hubei Huitian New Materials Co., Ltd."
301387.SZ,"Shenzhen Bromake New Material Co., Ltd."
002101.SZ,"Guangdong Hongtu Technology (holdings) Co.,Ltd."
301000.SZ,"Shanghai Hajime Advanced Material Technology Co., Ltd."
000409.SZ,"Yunding Technology Co.,Ltd."
300592.SZ,"Huakai Yibai Technology Co.,Ltd."
300545.SZ,"Shenzhen Liande Automation Equipment co.,ltd."
301261.SZ,"Hengong Precision Equipment Co., Ltd."
301468.SZ,"Pourin Special Welding Technology Co., Ltd."
301379.SZ,"Techshine Electronics Co.,Ltd."
000915.SZ,"Shandong Wit Dyne Health Co.,Ltd."
000525.SZ,"Nanjing Red Sun Co.,Ltd."
001229.SZ,"Guangdong AVCiT Technology Holding Co., Ltd."
300619.SZ,"Foshan Golden Milky Way Intelligent Equipment Co., Ltd."
301439.SZ,"Weihai Honglin Electronic Co., Ltd."
002232.SZ,"Qiming Information Technology Co.,Ltd"
002263.SZ,Zhejiang Great Southeast Corp.Ltd
000670.SZ,"Infotmic Co.,Ltd"
301517.SZ,"Shaanxi Huada Science Technology Co.,Ltd."
002953.SZ,"Guangdong Rifeng Electric Cable Co., Ltd."
002950.SZ,"Allmed Medical Products Co.,Ltd"
002649.SZ,Beyondsoft Corporation
301092.SZ,"Zhejiang Zhengguang Industrial Co., Ltd."
002068.SZ,"Jiangxi Black Cat Carbon Black Inc.,Ltd"
301137.SZ,"HIT Welding Industry Co.,Ltd"
