Ticker,Company
688349.SS,"Sany Renewable Energy Co.,Ltd."
688563.SS,"Baimtec Material Co.,Ltd."
600038.SS,Avicopter Plc
601606.SS,"Anhui Great Wall Military Industry Co., Ltd."
600098.SS,Guangzhou Development Group Incorporated
601609.SS,"Ningbo Jintian Copper (Group) Co., Ltd."
601608.SS,"CITIC Heavy Industries Co., Ltd."
600873.SS,"MeiHua Holdings Group Co.,Ltd"
603618.SS,"Hangzhou Cable Co., Ltd."
600535.SS,"Tasly Pharmaceutical Group Co., Ltd"
688727.SS,"Xiamen Hengkun New Materials Technology Co., Ltd."
603236.SS,"Quectel Wireless Solutions Co., Ltd."
600396.SS,"Huadian Liaoning Energy Development Co.,Ltd"
603773.SS,"WG TECH (Jiang Xi) Co., Ltd."
601928.SS,Jiangsu Phoenix Publishing & Media Corporation Limited
688531.SS,"Unicomp Technology Group Co., Ltd."
603358.SS,"Huada Automotive Technology Corp.,Ltd"
688425.SS,China Railway Construction Heavy Industry Corporation Limited
603290.SS,StarPower Semiconductor Ltd.
688352.SS,"Hefei Chipmore Technology Co.,Ltd."
600486.SS,"Jiangsu Yangnong Chemical Co., Ltd."
688392.SS,"SBT Ultrasonic Technology Co., Ltd."
603876.SS,"Jiangsu Dingsheng New Materials Joint-Stock Co.,Ltd"
601865.SS,"Flat Glass Group Co., Ltd."
688819.SS,"Tianneng Battery Group Co., Ltd."
688143.SS,"Yangtze Optical Electronic Co., Ltd."
600848.SS,"Shanghai Lingang Holdings Co.,Ltd."
900928.SS,"Shanghai Lingang Holdings Co.,Ltd."
688400.SS,"LUSTER LightTech Co., LTD."
688343.SS,"Shenzhen Intellifusion Technologies Co., Ltd."
600906.SS,"Caida Securities Co., Ltd."
603881.SS,"Shanghai @hub Co.,Ltd."
601106.SS,China First Heavy Industries
603950.SS,"Xiangyang Changyuandonggu Industry Co., Ltd."
603899.SS,Shanghai M&G Stationery Inc.
688596.SS,"Shanghai GenTech Co., Ltd."
603991.SS,"Shenzhen Leading Semiconductor Industry Co., Ltd."
600008.SS,"Beijing Capital Eco-Environment Protection Group Co., Ltd."
688097.SS,"Bozhon Precision Industry Technology Co.,Ltd."
601677.SS,"Henan Mingtai Al.Industrial Co.,Ltd."
601567.SS,"Ningbo Sanxing Medical Electric Co.,Ltd."
600602.SS,INESA Intelligent Tech Inc.
900901.SS,INESA Intelligent Tech Inc.
688131.SS,"Shanghai Haoyuan Chemexpress Co., Ltd."
688123.SS,Giantec Semiconductor Corporation
600765.SS,"AVIC Heavy Machinery Co., Ltd."
600316.SS,"Jiangxi Hongdu Aviation Industry Co., Ltd."
600186.SS,"Lotus Holdings Co.,Ltd."
600664.SS,"Harbin Pharmaceutical Group Co., Ltd."
600550.SS,"Baoding Tianwei Baobian Electric Co.,Ltd."
600170.SS,"Shanghai Construction Group Co., Ltd."
601997.SS,"Bank of Guiyang Co.,Ltd."
600970.SS,"Sinoma International Engineering Co.,Ltd"
600511.SS,China National Medicines Corporation Ltd.
688372.SS,"Shanghai V-Test Semiconductor Tech. Co., Ltd."
600582.SS,Tiandi Science & Technology Co.Ltd
603233.SS,"DaShenLin Pharmaceutical Group Co., Ltd."
603816.SS,"Jason Furniture (Hangzhou) Co.,Ltd."
600110.SS,"Nuode New Materials Co.,Ltd."
600172.SS,"Henan Huanghe Whirlwind Co., Ltd."
601158.SS,"Chongqing Water Group Co.,Ltd."
688279.SS,"Fortior Technology (Shenzhen) Co., Ltd."
603728.SS,"Shanghai Moons' Electric Co., Ltd."
603530.SS,"Jiangsu Shemar Electric Co.,Ltd"
603833.SS,Oppein Home Group Inc.
600114.SS,"NBTM New Materials Group Co., Ltd."
600004.SS,Guangzhou Baiyun International Airport Company Limited
601333.SS,Guangshen Railway Company Limited
603005.SS,"China Wafer Level CSP Co., Ltd."
688503.SS,"Changzhou Fusion New Material Co., Ltd."
600516.SS,"FangDa Carbon New Material Co.,Ltd"
603667.SS,"Zhejiang XCC Group Co.,Ltd"
600132.SS,"Chongqing Brewery Co., Ltd."
600518.SS,"Kangmei Pharmaceutical Co., Ltd."
688726.SS,"LAPLACE Renewable Energy Technology Co., Ltd."
688388.SS,"Guangdong Jiayuan Technology Co.,Ltd."
601101.SS,"Beijing Haohua Energy Resource Co., Ltd."
603077.SS,Sichuan Hebang Biotechnology Corporation Limited
603658.SS,"Autobio Diagnostics Co., Ltd."
600967.SS,"Inner Mongolia First Machinery Group Co.,Ltd."
600548.SS,Shenzhen Expressway Corporation Limited
688584.SS,"Wafer Works (Shanghai) Co., Ltd."
603132.SS,Jinhui Mining Incorporation Limited
600500.SS,Sinochem International Corporation
600007.SS,"China World Trade Center Co., Ltd."
600927.SS,"Yongan Futures Co.,Ltd."
600179.SS,"Antong Holdings Co., Ltd."
688270.SS,"Great Microwave Technology Co., Ltd."
603516.SS,"Beijing Tricolor Technology Co., Ltd"
603529.SS,"AIMA Technology Group CO., LTD"
603871.SS,"Jiayou International Logistics Co.,Ltd"
600754.SS,"Shanghai Jin Jiang International Hotels Co., Ltd."
900934.SS,"Shanghai Jin Jiang International Hotels Co., Ltd."
601969.SS,"Hainan Mining Co., Ltd."
600339.SS,China Petroleum Engineering Corporation
605198.SS,"Yantai North Andre Juice Co., Ltd."
688257.SS,Shareate Tools Ltd.
600629.SS,Arcplus Group PLC
601975.SS,Nanjing Tanker Corporation
688005.SS,"Ningbo Ronbay New Energy Technology Co.,Ltd."
600577.SS,"Tongling Jingda Special Magnet Wire Co., Ltd."
600808.SS,Maanshan Iron & Steel Company Limited
603124.SS,"Jiangxi Jiangnan New Material Technology Co., Ltd."
600226.SS,"Zhejiang Hengtong Holding Co.,Ltd."
688233.SS,Thinkon Semiconductor Jinzhou Corp.
688206.SS,"Primarius Technologies Co., Ltd."
688268.SS,"Guangdong Huate Gas Co., Ltd"
601020.SS,"Tibet Huayu Mining Co., Ltd."
600655.SS,"Shanghai Yuyuan Tourist Mart (Group) Co., Ltd."
600606.SS,Greenland Holdings Corporation Limited
601139.SS,Shenzhen Gas Corporation Ltd.
603341.SS,"Shanghai Longcheer Technology Co., Ltd."
601137.SS,Ningbo Boway Alloy Material Company Limited
603000.SS,"People.cn CO., LTD"
688785.SS,"Shenzhen CSL Vacuum Science and Technology Co., Ltd."
688615.SS,"Intsig Information Co., Ltd."
600131.SS,"State Grid Information & Communication Co., Ltd."
603115.SS,"Nantong Haixing Electronics Co., Ltd."
688281.SS,"Shaanxi Huaqin Technology Industry Co.,Ltd."
601326.SS,"Qinhuangdao Port Co., Ltd."
601098.SS,"China South Publishing & Media Group Co., Ltd"
600057.SS,"Xiamen Xiangyu Co., Ltd."
601519.SS,Shanghai DZH Limited
688800.SS,"Suzhou Recodeal Interconnect System Co.,Ltd"
603002.SS,Epoxy Base Electronic Material Corporation Limited
688520.SS,Sinocelltech Group Limited
600459.SS,"Sino-Platinum Metals Co.,Ltd"
688363.SS,Bloomage BioTechnology Corporation Limited
603337.SS,"Jack Technology Co.,Ltd"
688208.SS,"Autel Intelligent Technology Corp., Ltd."
600820.SS,"Shanghai Tunnel Engineering Co., Ltd."
600345.SS,"WuHan Yangtze Communication Industry GroupCo.,Ltd"
605196.SS,"Hebei Huatong Wires and Cables Group Co., Ltd."
688813.SS,"Xi'an Taijin New Energy & Materials Sci-Tech Co., Ltd."
605020.SS,"Zhejiang Yonghe Refrigerant Co., Ltd."
600397.SS,"Jiangxi Tungsten Rare And Precious Equipment Co., Ltd."
600739.SS,"Liaoning Cheng Da Co., Ltd."
601187.SS,"Xiamen Bank Co., Ltd."
600320.SS,"Shanghai Zhenhua Heavy Industries Co., Ltd."
900947.SS,"Shanghai Zhenhua Heavy Industries Co., Ltd."
688561.SS,Qi An Xin Technology Group Inc.
601858.SS,China Science Publishing & Media Ltd.
900909.SS,Shanghai Huayi Group Corporation Limited
603355.SS,"Kingclean Electric Co.,Ltd"
688772.SS,"Zhuhai CosMX Battery Co., Ltd."
601636.SS,"Zhuzhou Kibing Group Co.,Ltd"
600062.SS,"China Resources Double-Crane Pharmaceutical Co.,Ltd."
600403.SS,"Henan Dayou Energy Co., Ltd"
603092.SS,"Delijia Transmission Technology (Jiangsu) Co.,Ltd."
600531.SS,"Henan Yuguang Gold&Lead Co.,Ltd."
601083.SS,"Shanghai Jinjiang Shipping (Group) Co., Ltd."
605296.SS,"Yunnan Shennong Agricultural Industry Group Co., Ltd."
600490.SS,"Pengxin International Mining Co.,Ltd"
603638.SS,"Yantai Eddie Precision Machinery Co., Ltd."
600120.SS,"Zhejiang Orient Holdings Group Co., Ltd."
601966.SS,"Shandong Linglong Tyre Co.,Ltd."
600380.SS,"Joincare Pharmaceutical Group Industry Co.,Ltd."
600835.SS,"Shanghai Mechanical & Electrical Industry Co.,Ltd."
900925.SS,"Shanghai Mechanical & Electrical Industry Co.,Ltd."
688700.SS,"Kunshan Dongwei Technology Co., Ltd."
600032.SS,"Zhejiang Provincial New Energy Investment Group Co., Ltd."
600623.SS,Shanghai Huayi Group Corporation Limited
600552.SS,"Triumph Science & Technology Co.,Ltd"
688582.SS,Anhui XDLK Microsystem Corporation Limited
603162.SS,"Fujian Highton Development Co., Ltd."
601107.SS,Sichuan Expressway Company Limited
601921.SS,"Zhejiang Publishing & Media Co., Ltd."
603171.SS,"Servyou Software Group Co., Ltd."
603858.SS,"Shandong Buchang Pharmaceuticals Co., Ltd."
603283.SS,"Suzhou Secote Precision Electronic Co.,LTD"
688523.SS,"Hunan Aerospace Huanyu Communication Technology Co.,LTD."
600888.SS,"Xinjiang Joinworld Co., Ltd."
603738.SS,"TKD Science and Technology Co.,Ltd."
688380.SS,"Shenzhen China Micro Semicon Co., Ltd."
688709.SS,"Chengdu Sino-Microelectronics Tech. Co., Ltd."
601375.SS,"Central China Securities Co., Ltd."
603786.SS,"KEBODA TECHNOLOGY Co., Ltd."
688708.SS,"Chengdu Jiachi Electronic Technology Co., Ltd."
600171.SS,"Shanghai Belling Co., Ltd."
688686.SS,"OPT Machine Vision Tech Co., Ltd."
688690.SS,"Suzhou Nanomicro Technology Co., Ltd."
600928.SS,"Bank of Xi'an Co.,Ltd."
605289.SS,Shanghai Luoman Technologies Inc.
688003.SS,"Suzhou TZTEK Technology Co., Ltd"
600867.SS,"Tonghua Dongbao Pharmaceutical Co., Ltd."
600763.SS,"Topchoice Medical Co., Inc."
601702.SS,Shanghai Huafon Aluminium Corporation
600162.SS,"Shenzhen HeungKong Holding Co.,Ltd"
600435.SS,"North Navigation Control Technology Co.,Ltd."
688779.SS,"Minmetals New Energy Materials(Hunan)Co.,Ltd."
600528.SS,China Railway Hi-tech Industry Corporation Limited
688390.SS,"GoodWe Technologies Co., Ltd."
688332.SS,"Shenzhen Bluetrum Technology Co., Ltd."
603938.SS,"Tangshan Sunfar Silicon Industries Co.,Ltd."
688166.SS,"BrightGene Bio-Medical Technology Co., Ltd."
603009.SS,"Shanghai Beite Technology group Co., Ltd."
600959.SS,Jiangsu Broadcasting Cable Information Network Corporation Limited
603025.SS,"Beijing Dahao Technology Corp.,Ltd"
601568.SS,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd."
688150.SS,"Shaanxi Lighte Optoelectronics Material Co.,Ltd"
600612.SS,"Lao Feng Xiang Co., Ltd."
900905.SS,"Lao Feng Xiang Co., Ltd."
603733.SS,"Xianhe Co.,Ltd."
601369.SS,"Xi'an Shaangu Power Co., Ltd."
600750.SS,"China Resources Jiangzhong Pharmaceutical Co.,Ltd"
603026.SS,"Shida Shinghwa Advanced Material Group Co., Ltd."
601886.SS,"Jangho Group Co., Ltd."
688661.SS,"Suzhou UIGreen Micro&Nano Technologies Co.,Ltd"
600410.SS,"Beijing Teamsun Technology Co.,Ltd."
600409.SS,"Tangshan Sanyou Chemical Industries Co.,Ltd"
688484.SS,"Southchip Semiconductor Technology(Shanghai) Co., Ltd."
688612.SS,"Shenzhen VMAX New Energy Co., Ltd."
600877.SS,CETC Chips Technology Inc.
603997.SS,"Ningbo Jifeng Auto Parts Co., Ltd."
600761.SS,"Anhui Heli Co.,Ltd."
688106.SS,"Jinhong Gas Co.,Ltd."
601965.SS,"China Automotive Engineering Research Institute Co., Ltd."
603203.SS,"Quick Intelligent Equipment Co.,Ltd."
688308.SS,"OKE Precision Cutting Tools Co., Ltd."
600475.SS,"Wuxi Huaguang Environment & Energy Group Co.,Ltd."
603063.SS,"Shenzhen Hopewind Electric Co., Ltd."
688029.SS,"Micro-Tech (Nanjing) Co.,Ltd"
600267.SS,"Zhejiang Hisun Pharmaceutical Co., Ltd."
603031.SS,"Anhui Anfu Battery Technology Co.,Ltd"
600151.SS,"Shanghai Aerospace Automobile Electromechanical Co., Ltd."
601133.SS,"Both Engineering Technology Co.,Ltd."
600933.SS,"IKD Co., Ltd."
600022.SS,Shandong Iron and Steel Company Ltd.
688516.SS,"Wuxi Autowell Technology Co.,Ltd."
600361.SS,"Innovation New Material Technology Co., Ltd."
600452.SS,"Chongqing Fuling Electric Power Industrial Co., Ltd."
688605.SS,"Sprint Precision Technologies Co., Ltd."
600596.SS,"Zhejiang Xinan Chemical Industrial Group Co.,Ltd"
600651.SS,"Shanghai Feilo Acoustics Co.,Ltd"
603118.SS,"Shenzhen Gongjin Electronics Co., Ltd."
600872.SS,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd"
603906.SS,"Jiangsu Lopal Tech. Group Co., Ltd."
600621.SS,"Shanghai Chinafortune Co., Ltd."
603317.SS,"Sichuan Teway Food Group Co.,Ltd"
688593.SS,"Shanghai New Vision Microelectronics Co., Ltd"
688712.SS,"Insight Lifetech Co., Ltd."
603456.SS,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd"
601019.SS,"Shandong Publishing&Media Co.,Ltd"
600056.SS,"China Meheco Group Co., Ltd."
688353.SS,"Jiangsu HSC New Energy Materials Co.,LTD."
688535.SS,"Jiangsu HHCK Advanced Materials Co., Ltd."
688006.SS,Zhejiang HangKe Technology Incorporated Company
688185.SS,CanSino Biologics Inc.
600675.SS,China Enterprise Company Limited
600258.SS,"BTG Hotels (Group) Co., Ltd."
600201.SS,"Jinyu Bio-technology Co., Ltd."
600710.SS,Sumec Corporation Limited
688202.SS,Shanghai Medicilon Inc.
603662.SS,"Keli Sensing Technology (Ningbo) Co.,Ltd."
600744.SS,"Datang Huayin Electric Power Co.,Ltd"
603194.SS,"Zhejiang E-P Equipment Co., Ltd."
688625.SS,"GCH Technology Co., Ltd."
601038.SS,First Tractor Company Limited
600155.SS,"Huachuang Yunxin Digital Technology Co., Ltd."
688046.SS,"GemPharmatech Co., Ltd."
688222.SS,HitGen Inc.
688028.SS,"Beijing Worldia Diamond Tools Co.,Ltd."
603078.SS,"Jiangyin Jianghua Microelectronics Materials Co., Ltd"
688158.SS,"UCloud Technology Co., Ltd."
601827.SS,"Chongqing Sanfeng Environment Group Corp., Ltd."
601778.SS,"Jinko Power Technology Co., Ltd."
601678.SS,"Befar Group Co., Ltd"
603826.SS,"Fujian Kuncai Material Technology Co., Ltd."
603014.SS,"Shandong Weigao Blood Purification Products Co., Ltd."
900941.SS,"Eastern Communications Co.,Ltd."
600064.SS,Nanjing Gaoke Company Limited
600916.SS,"China National Gold Group Gold Jewellery Co.,Ltd."
600367.SS,"Guizhou RedStar Developing Co.,Ltd."
600072.SS,"CSSC Science & Technology Co., Ltd"
603613.SS,"Beijing United Information Technology Co.,Ltd."
688401.SS,"Shenzhen Newway Photomask Making Co., Ltd"
603226.SS,"Vohringer Home Technology Co.,Ltd."
688710.SS,"Shanghai InnoStar Bio-tech Co., Ltd."
688765.SS,Wuhan Healthgen Biotechnology Corp.
603868.SS,"Shanghai Flyco Electrical Appliance Co., Ltd."
688507.SS,"Shanghai Suochen Information Technology Co.,Ltd."
600779.SS,"Sichuan Swellfun Co.,Ltd"
600776.SS,"Eastern Communications Co.,Ltd."
688603.SS,"Shanghai Skychem Technology Co., Ltd."
600827.SS,"Shanghai Bailian (Group) Co., Ltd."
900923.SS,"Shanghai Bailian (Group) Co., Ltd."
603882.SS,"Guangzhou Kingmed Diagnostics Group Co., Ltd."
603707.SS,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd."
688383.SS,"Shenzhen Xinyichang Technology Co., Ltd."
601992.SS,BBMG Corporation
603305.SS,"Ningbo Xusheng Group Co., Ltd."
600633.SS,"Zhejiang Daily Digital Culture Group Co.,Ltd"
603505.SS,"China Kings Resources Group Co.,Ltd."
601811.SS,"Xinhua Winshare Publishing and Media Co., Ltd."
601033.SS,"Grandtop Yongxing Group Co.,Ltd"
605389.SS,"JiangSu Changling Hydraulic Co.,Ltd"
600113.SS,Zhejiang Dongri Limited Company
600456.SS,"Baoji Titanium Industry Co., Ltd."
600271.SS,Aisino Co.Ltd.
600167.SS,"Luenmei Quantum Co.,Ltd"
688260.SS,"Suzhou Gyz Electronic Technology Co.,Ltd"
688559.SS,"Hymson Laser Technology Group Co.,Ltd."
688062.SS,"Mabwell (Shanghai) Bioscience Co., Ltd."
600529.SS,Shandong Pharmaceutical Glass Co.Ltd
688100.SS,"Willfar Information Technology Co., Ltd."
603757.SS,"Zhejiang Dayuan Pumps Industry Co., Ltd"
600416.SS,"Xiangtan Electric Manufacturing Co., Ltd."
600717.SS,"Tianjin Port Holdings Co., Ltd."
600338.SS,"Xizang Zhufeng Resources Co., Ltd."
688798.SS,"Shanghai Awinic Technology Co.,Ltd."
605179.SS,"Zhejiang Yiming Food Co., Ltd."
600764.SS,China Marine Information Electronics Company Limited
600366.SS,"Ningbo Yunsheng Co., Ltd."
605099.SS,"CoCreation Grass Co., Ltd"
601068.SS,China Aluminum International Engineering Corporation Limited
600619.SS,"Shanghai Highly (Group) Co., Ltd."
900910.SS,"Shanghai Highly (Group) Co., Ltd."
688485.SS,"Beijing Jiuzhouyigui Environmental Technology Co., Ltd."
600211.SS,Tibet Rhodiola Pharmaceutical Holding Co.
603011.SS,"Hefei Metalforming Intelligent Manufacturing Co., Ltd."
600216.SS,"Zhejiang Medicine Co., Ltd."
688055.SS,"InfoVision Optoelectronics (Kunshan) Co., Ltd."
688757.SS,"Wintech Nano (Suzhou) Co., Ltd."
600755.SS,"Xiamen ITG Group Corp.,Ltd"
601952.SS,"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd."
605599.SS,"Beijing Caishikou Department Store Co.,Ltd."
603039.SS,"Weaver Network Technology Co., Ltd."
600635.SS,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd."
603800.SS,"Jiangsu Hongtian Technology Co.,Ltd."
600908.SS,"Wuxi Rural Commercial Bank Co.,Ltd"
688116.SS,"Jiangsu Cnano Technology Co., Ltd."
603515.SS,"Opple Lighting Co.,LTD"
688031.SS,"Transwarp Technology (Shanghai) Co.,Ltd."
600315.SS,"Shanghai Jahwa United Co., Ltd."
601022.SS,"Ningbo Ocean Shipping Co., Ltd."
600063.SS,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd"
600720.SS,"CCCC Design & Consulting Group Co., Ltd."
600783.SS,"Luxin Venture Capital Group Co., Ltd."
600864.SS,"Harbin Hatou Investment Co.,Ltd"
600116.SS,"Chongqing Three Gorges Water Conservancy and Electric Power Co., Ltd."
600395.SS,"Guizhou Panjiang Refined Coal Co.,Ltd."
688567.SS,"Farasis Energy (Gan Zhou) Co., Ltd."
600850.SS,"CETC Digital Technology Co.,Ltd."
688107.SS,"Shanghai Anlogic Infotech Co., Ltd."
603888.SS,"Xinhuanet Co., Ltd."
603556.SS,"Hexing Electrical Co.,Ltd."
688059.SS,"Zhuzhou Huarui Precision Cutting Tools Co.,Ltd."
600508.SS,"Shanghai Datun Energy Resources Co., Ltd."
688090.SS,"Guangzhou Risong Intelligent Technology Holding Co., Ltd."
603936.SS,"Bomin Electronics Co., Ltd."
688088.SS,ArcSoft Corporation Limited
605507.SS,Guobang Pharma Ltd.
603297.SS,"Ningbo Yongxin Optics Co.,Ltd"
601619.SS,Jiaze Renewables Corporation Limited
601512.SS,"China-Singapore Suzhou Industrial Park Development Group Co., Ltd."
600821.SS,"NYOCOR Co., Ltd."
688508.SS,Wuxi Chipown Micro-electronics limited
688105.SS,"Nanjing Vazyme Biotech Co., Ltd"
600648.SS,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd."
600343.SS,"Shaanxi Aerospace Power Hi-Tech Co., Ltd."
688515.SS,"Motorcomm Electronic Technology Co., Ltd."
603093.SS,"Nanhua Futures Co., Ltd."
900912.SS,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd."
600420.SS,"Shanghai Shyndec Pharmaceutical Co., Ltd."
600461.SS,"Jiangxi Hongcheng Environment Co.,Ltd."
601339.SS,"Bros Eastern.,Ltd"
688382.SS,"InventisBio Co., Limited"
605118.SS,"Xiamen Leading Optics Co., Ltd."
600702.SS,"Shede Spirits Co., Ltd."
603698.SS,"Changzheng Engineering Technology Co.,Ltd"
688610.SS,"Hefei I-TEK OptoElectronics Co., Ltd."
603589.SS,"Anhui Kouzi Distillery Co., Ltd."
603406.SS,"Yangzhou Tinfulong Group Co., Ltd."
688319.SS,Chengdu Olymvax Biopharmaceuticals Inc.
603927.SS,"Sinosoft Co.,Ltd"
688321.SS,"Shenzhen Chipscreen Biosciences Co., Ltd."
688790.SS,"Beijing Onmicro Electronics Co., Ltd."
601096.SS,"Hsino Tower Group Co., Ltd."
688138.SS,Shenzhen Qingyi Photomask Limited
688758.SS,"Suzhou Sepax Technologies Co., Ltd."
603389.SS,"A-Zenith Home Furnishings Co., Ltd."
603185.SS,"Hongyuan Green Energy Co., Ltd."
600589.SS,"Dawei Technology (Guangdong) Group Co., Ltd."
600572.SS,"Zhejiang CONBA Pharmaceutical Co.,Ltd."
601222.SS,"Jiangsu Linyang Energy Co., Ltd."
600859.SS,"Wangfujing Group Co., Ltd."
688806.SS,"Zhuhai Trinomab Pharmaceutical Co., Ltd."
688759.SS,BeBetter Med Inc.
688378.SS,"Jilin OLED Material Tech Co., Ltd."
600285.SS,"Henan Lingrui Pharmaceutical Co., Ltd."
688182.SS,"Jiangsu Cai Qin Technology Co., Ltd"
688016.SS,"Shanghai MicroPort Endovascular MedTech Co., Ltd."
600458.SS,"Zhuzhou Times New Material Technology Co., Ltd."
600248.SS,Shaanxi Construction Engineering Group Corporation Limited
688258.SS,"Jiangsu Eazytec Co., Ltd."
603626.SS,"Kunshan Kersen Science & Technology Co.,Ltd."
603983.SS,"Guangdong Marubi Biotechnology Co., Ltd."
600184.SS,"North Electro-Optic Co.,Ltd."
600268.SS,"Guodian Nanjing Automation Co., Ltd."
603989.SS,"Hunan Aihua Group Co., Ltd"
600006.SS,DongFeng Automobile Co. LTD
603267.SS,"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd."
688198.SS,"Beijing Balance Medical Technology Co.,Ltd."
603328.SS,"Guangdong Ellington Electronics Technology Co.,Ltd"
688153.SS,"Vanchip (Tianjin) Technology Co., Ltd."
603303.SS,"Hengdian Group Tospo Lighting Co., Ltd."
600971.SS,"Anhui Hengyuan Coal Industry and Electricity Power Co.,Ltd"
600123.SS,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd"
688677.SS,"Qingdao NovelBeam Technology Co.,Ltd."
600058.SS,"Minmetals Development Co., Ltd."
600759.SS,Geo-Jade Petroleum Corporation
603393.SS,"Xinjiang Xintai Natural Gas Co., Ltd."
600559.SS,"Hebei Hengshui Laobaigan Liquor Co., Ltd."
600986.SS,"Zhewen Interactive Group Co., Ltd."
603052.SS,"Suzhou K-Hiragawa Electronic Technology Co., Ltd."
601801.SS,"Anhui Xinhua Media Co., Ltd."
600446.SS,"Shenzhen Kingdom Sci-Tech Co., Ltd"
688112.SS,"Siglent Technologies CO.,Ltd."
688063.SS,"Pylon Technologies Co., Ltd."
603099.SS,"Changbai Mountain Tourism Co., Ltd."
688306.SS,Ningbo PIA Automation Holding Corp.
603580.SS,"AA Industrial Belting (Shanghai) Co.,Ltd"
688663.SS,"WindSun Science&Technology Co.,Ltd."
600391.SS,"Aecc Aero Science and Technology Co.,Ltd"
603619.SS,"Zhongman Petroleum and Natural Gas Group Corp.,Ltd."
688811.SS,"Grinm Metal Composites (Beijing) Technolgy Co., Ltd."
601005.SS,Chongqing Iron & Steel Company Limited
600198.SS,"Datang Telecom Technology Co., Ltd."
603376.SS,"Daming Electronics Co.,Ltd."
688275.SS,"Hubei Wanrun New Energy Technology Co.,Ltd."
688125.SS,"Guangdong Anda Automation Solutions Co.,Ltd."
600326.SS,"Xizang Tianlu Co., Ltd."
601900.SS,"Southern Publishing and Media Co.,Ltd."
601882.SS,"Ningbo Haitian Precision Machinery Co.,Ltd."
600882.SS,"Shanghai Milkground Food Tech Co., Ltd"
603601.SS,"Chongqing Zaisheng Technology Co., Ltd."
600383.SS,Gemdale Corporation
688583.SS,"Scantech (HANGZHOU) Co., Ltd."
601026.SS,Techstorm Advanced Material Corporation Limited
600480.SS,Ling Yun Industrial Corporation Limited
603040.SS,"Hangzhou XZB Tech Co., Ltd"
600509.SS,"Xinjiang Tianfu Energy Co., Ltd."
603713.SS,"Milkyway Intelligent Supply Chain Service GroupCo., Ltd."
605060.SS,"Allied Machinery Co., Ltd."
600773.SS,"Tibet Urban Development and Investment Co.,LTD"
688660.SS,"Shanghai Electric Wind Power Group Co., Ltd."
600787.SS,"CMST Development Co.,Ltd."
688327.SS,"CloudWalk Technology Co., Ltd."
600993.SS,"Mayinglong Pharmaceutical Group Co., Ltd."
603693.SS,"Jiangsu New Energy Development Co., Ltd."
603235.SS,"JiangXi Tianxin Pharmaceutical Co., Ltd."
603218.SS,"Riyue Heavy Industry Co.,Ltd"
601163.SS,"Triangle Tyre Co.,Ltd"
600507.SS,"Fangda Special Steel Technology Co., Ltd."
603220.SS,"China Bester Group Telecom Co., Ltd."
600360.SS,"Jilin Sino-Microelectronics Co., Ltd."
600037.SS,"Beijing Gehua Catv Network Co.,Ltd."
601528.SS,"Zhejiang Shaoxing RuiFeng Rural Commercial Bank Co.,Ltd"
603327.SS,"Sichuan Furong Technology Co., Ltd."
688662.SS,"Guangdong Fuxin Technology Co., Ltd."
688020.SS,"Guangzhou Fangbang Electronics Co.,Ltd"
688697.SS,"Neway CNC Equipment (Suzhou) Co., Ltd."
603468.SS,"Tianjin FUJI-TA Bicycle Industrial Co., Ltd."
603883.SS,LBX Pharmacy Chain Joint Stock Company
600728.SS,"PCI Technology Group Co., Ltd."
603027.SS,"Qianhe Condiment and Food Co., Ltd."
600718.SS,Neusoft Corporation
688351.SS,"Shanghai MicroPort EP MedTech Co., Ltd."
601949.SS,"China Publishing & Media Holdings Co., Ltd."
600740.SS,"Shanxi Coking Co., Ltd."
601003.SS,"Liuzhou Iron&Steel Co., Ltd"
600033.SS,"Fujian Expressway Development Co.,Ltd"
603103.SS,"Hengdian Entertainment Co.,LTD"
600373.SS,"Chinese Universe Publishing and Media Group Co., Ltd."
688530.SS,"Omat Advanced Materials (Guangdong) Co.,Ltd."
688543.SS,"Jiangxi Guoke Defence Group Co.,Ltd."
688209.SS,"Shenzhen Injoinic Technology Co.,Ltd."
600722.SS,"HeBei Jinniu Chemical Industry Co.,Ltd"
605168.SS,"Three's Company Future Technology Group Co., Ltd."
601579.SS,"Kuaijishan Shaoxing Rice Wine Co., Ltd."
600649.SS,"Shanghai Chengtou Holding Co., Ltd."
603323.SS,"Jiangsu Suzhou Rural Commercial Bank Co., Ltd"
600662.SS,"Shanghai Foreign Service Holding Group Co., Ltd."
688359.SS,"Guangzhou Sanfu New Materials Technology Co.,Ltd"
600163.SS,"Zhongmin Energy Co., Ltd."
600618.SS,"Shanghai Chlor-Alkali Chemical Co., Ltd."
603281.SS,"Hubei Jianghan New Materials Co., Ltd."
