Ticker,Company
900908.SS,"Shanghai Chlor-Alkali Chemical Co., Ltd."
601860.SS,"Jiangsu Zijin Rural Commercial Bank Co.,Ltd"
688139.SS,"Qingdao Haier Biomedical Co.,Ltd"
601200.SS,"Shanghai Environment Group Co., Ltd."
600654.SS,"China Security Co., Ltd."
603300.SS,"Zhejiang Haikong Nanke Huatie Digital Intelligence and Technology Co., Ltd."
603360.SS,Dalian BIO-CHEM Company Limited
600597.SS,"Bright Dairy & Food Co.,Ltd"
600639.SS,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd"
900911.SS,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd"
605318.SS,Fsilon Furnishing and Construction Materials Corporation
600757.SS,"Changjiang Publishing & Media Co.,Ltd"
603125.SS,Jiangsu Evergreen New Material Technology Incorporated Company
603690.SS,"PNC Process Systems Co., Ltd."
603992.SS,"Xiamen Solex High-tech Industries Co., Ltd."
688239.SS,"Guizhou Aviation Technical Development Co., Ltd"
600328.SS,"CNSIG Inner Mongolia Chemical Industry Co.,Ltd."
605123.SS,"Wuxi Paike New Materials Technology Co.,Ltd."
603599.SS,"Anhui Guangxin Agrochemical Co., Ltd."
688611.SS,"Hangzhou Kelin Electric Co., Ltd."
600307.SS,"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd."
603583.SS,"Zhejiang Jiecang Linear Motion Technology Co.,Ltd."
600210.SS,"Shanghai Zijiang Enterprise Group Co., Ltd."
688669.SS,"Polyrocks Chemical Co.,LTD"
605255.SS,"Ningbo TIP Rubber Technology Co.,Ltd"
688376.SS,"MayAir Technology (China) Co., Ltd."
688032.SS,Hoymiles Power Electronics Inc.
601330.SS,"Dynagreen Environmental Protection Group Co., Ltd."
600094.SS,Greattown Holdings Ltd.
900940.SS,Greattown Holdings Ltd.
603533.SS,"IReader Technology Co., Ltd."
600782.SS,"Xinyu Iron & Steel Co., Ltd"
688443.SS,"Chongqing Genrix Biopharmaceutical Co., Ltd."
688035.SS,"Darbond Technology Co., Ltd"
600997.SS,"Kailuan Energy Chemical Co.,Ltd."
603319.SS,"Hunan Meihu Intelligent Manufacturing Co., Ltd."
605319.SS,"Wuxi Zhenhua Auto Parts Co.,Ltd."
688698.SS,"Suzhou Veichi Electric Co., Ltd."
603100.SS,"Chongqing Chuanyi Automation Co., Ltd."
688586.SS,"Hefei Jianghang Aircraft Equipment Co.,Ltd."
688289.SS,Sansure Biotech Inc.
600269.SS,"Jiangxi Ganyue Expressway CO.,LTD."
688371.SS,"Jiangsu Favored Nanotechnology Co., Ltd"
688231.SS,"Jiangsu Longda Superalloy Co., Ltd."
600645.SS,"Vcanbio Cell & Gene Engineering Corp., Ltd"
603057.SS,"Shanghai Ziyan Foods Co., Ltd."
688325.SS,"Guangdong Cellwise Microelectronics Co., Ltd."
603859.SS,"Nancal Technology Co.,Ltd"
605298.SS,"Jiangsu Bide Science and Technology Co.,Ltd."
600481.SS,"Shuangliang Eco-Energy Systems Co.,Ltd"
603995.SS,"Yongjin Technology Group Co., Ltd."
688552.SS,"Aerospace Nanhu Electronic Information Technology Co., Ltd."
688628.SS,"Uni-Trend Technology (China) Co., Ltd."
603538.SS,"Ningbo Menovo Pharmaceutical Co., Ltd."
688083.SS,"Zwsoft Co.,Ltd."
600185.SS,"Zhuhai Zhumian Group Co., Ltd."
688091.SS,"Shanghai Yizhong Pharmaceutical Co., Ltd."
688068.SS,"Beijing Hotgen Biotech Co., Ltd."
605006.SS,"Shandong Fiberglass Group Co., Ltd"
603915.SS,"Jiangsu Guomao Reducer Co., Ltd."
600929.SS,"Snowsky Salt Industry Group CO.,LTD"
688160.SS,"Kinco Automation (Shanghai) Co.,Ltd"
688190.SS,"Qingdao Yunlu Advanced Materials Technology Co., Ltd."
688161.SS,"Shandong Weigao Orthopaedic Device Co., Ltd"
600133.SS,"Wuhan East Lake High Technology Group Co., Ltd."
688739.SS,"Liaoning Chengda Biotechnology Co., Ltd."
688128.SS,"China National Electric Apparatus Research Institute Co., Ltd."
601311.SS,"Camel Group Co., Ltd."
688337.SS,"Rigol Technologies Co., Ltd."
603712.SS,"TianJin 712 Communication & Broadcasting Co., Ltd."
600020.SS,Henan Zhongyuan Expressway Company Limited
600376.SS,"Beijing Capital Development Co., Ltd."
603269.SS,"Jiangsu Seagull Cooling Tower Co.,Ltd."
688076.SS,"Jiangsu Sinopep-Allsino Biopharmaceutical Co., Ltd."
688262.SS,"C*Core Technology Co., Ltd."
600266.SS,"Beijing Urban Construction Investment & Development Co., Ltd."
605488.SS,"Zhejiang Fulai New Materials Co., Ltd."
601828.SS,Red Star Macalline Group Corporation Ltd.
688456.SS,"GRIPM Advanced Materials Co., Ltd."
600973.SS,"Baosheng Science and Technology Innovation Co.,Ltd."
600729.SS,"Chongqing Chongbai Technology Group Co., Ltd."
605016.SS,"Shandong Bailong Chuangyuan Bio-Tech Co., Ltd."
688416.SS,"Zbit Semiconductor, Inc."
603169.SS,"Lanzhou LS Heavy Equipment Co., Ltd"
603271.SS,"Yong Jie New Material Co.,Ltd."
601700.SS,"Changshu Fengfan Power Equipment Co., Ltd."
603612.SS,"Sunstone Development Co., Ltd."
688165.SS,"EFORT Intelligent Equipment Co., Ltd."
600751.SS,"HNA Technology Co.,Ltd."
600017.SS,"Rizhao Port Co.,Ltd"
600640.SS,"New Guomai Digital Culture Co., Ltd."
688789.SS,Hangzhou Honghua Digital Technology Stock Company LTD.
603418.SS,"Shanghai Unison Aluminium Products Co., Ltd."
603112.SS,"Shanxi Huaxiang Group Co., Ltd."
600399.SS,"Fushun Special Steel Co.,LTD."
600996.SS,"Guizhou BC&TV Information Network CO.,LTD"
603299.SS,"Jiang Su Suyan Jingshen Co.,Ltd"
600567.SS,"Shanying International Holdings Co.,Ltd"
900938.SS,"HNA Technology Co.,Ltd."
688261.SS,Suzhou Oriental Semiconductor Company Limited
603193.SS,"Runben Biotechnology Co., Ltd."
603687.SS,"Zhejiang Great Shengda Packaging Co.,Ltd."
600812.SS,North China Pharmaceutical Company.Ltd
605222.SS,"Shanghai QiFan Cable Co., Ltd"
600936.SS,Guangxi Beitou Technology Company Limited
601890.SS,"Asian Star Anchor Chain Co., Ltd. Jiangsu"
603202.SS,"Heilongjiang Tianyouwei Electronics Co., Ltd."
603072.SS,"Baotou Tianhe Magnetics Technology Co., Ltd."
600935.SS,"Anhui Hwasu Co.,Ltd."
600556.SS,"Inmyshow Digital Technology(Group)Co.,Ltd."
603809.SS,"Chengdu Haoneng Technology Co., Ltd."
603248.SS,"Jiangsu Xihua New Energy Technology Co., Ltd."
603055.SS,"Zhejiang Taihua New Material Group Co., Ltd."
600273.SS,"Zhejiang Jiahua Energy Chemical Industry Co.,Ltd."
600611.SS,"Dazhong Transportation (Group) Co., Ltd."
900903.SS,"Dazhong Transportation (Group) Co., Ltd."
688678.SS,"Freewon China Co.,Ltd."
603227.SS,"Xinjiang Xuefeng Sci-Tech(Group)Co.,Ltd"
603508.SS,"Henan Thinker Automatic Equipment Co.,Ltd."
603013.SS,"YAPP Automotive Systems Co., Ltd."
688328.SS,"Shenzhen S-king Intelligent Equipment Co., Ltd."
688252.SS,Jadard Technology Inc.
605008.SS,Ningbo Changhong Polymer Scientific and Technical Inc.
601718.SS,Jihua Group Corporation Limited
600478.SS,"Hunan Corun New Energy Co., Ltd."
600251.SS,"Xinjiang Guannong Co.,Ltd."
600666.SS,"Aurora Optoelectronics Co.,Ltd."
603919.SS,"JINHUI LIQUOR Co., Ltd."
605116.SS,"Aurisco Pharmaceutical Co.,Ltd."
603196.SS,Shanghai Porigine Chemical Material Group Co. Ltd.
603890.SS,"Suzhou Chunqiu Electronic Technology Co., Ltd."
688305.SS,"KEDE Numerical Control Co., Ltd."
603680.SS,"KTK Group Co., Ltd."
605100.SS,"Power HF Co., Ltd."
600363.SS,"Jiangxi Lian Chuang Optoelectronic Science And Technology Co.,lTd."
601388.SS,Yechiu Metal Recycling (China) Ltd.
688177.SS,"Bio-Thera Solutions, Ltd."
603163.SS,"Acter Technology Integration Group Co., Ltd."
600075.SS,"Xinjiang Tianye Co., Ltd."
603257.SS,"China Nerin Engineering Co., Ltd"
688381.SS,"Dioo Microcircuits Co., Ltd. Jiangsu"
601929.SS,"JiShi Media Co., Ltd."
600686.SS,"Xiamen King Long Motor Group Co., Ltd."
688293.SS,"Shanghai OPM Biosciences Co., Ltd."
605333.SS,"Kunshan Huguang Auto Harness Co.,Ltd."
600874.SS,Tianjin Capital Environmental Protection Group Company Limited
600129.SS,"Chongqing Taiji Industry(Group) Co.,Ltd"
603363.SS,Fujian Aonong Biological Technology Group Incorporation Limited
600389.SS,"Nantong Jiangshan Agrochemical & Chemicals Co.,Ltd."
600502.SS,"Anhui Construction Engineering Group Co., Ltd."
600746.SS,Jiangsu SOPO Chemical Co. Ltd.
600736.SS,"Suzhou New District Hi-Tech Industrial Co.,Ltd"
600313.SS,"Zhongnongfa Seed Industry Group Co., Ltd."
688155.SS,"Shanghai SK Automation Technology Co.,Ltd."
603219.SS,"Ningbo Fujia Industrial Co., Ltd."
688050.SS,"Eyebright Medical Technology (Beijing) Co., Ltd."
603053.SS,Chengdu Gas Group Corporation Ltd.
688717.SS,"SolaX Power Network Technology (Zhejiang) Co., Ltd."
603075.SS,"Hangzhou Heatwell Electric Heating Technology Co., Ltd."
605133.SS,"Jiangsu Rongtai Industry Co., Ltd."
600055.SS,"Beijing Wandong Medical Technology Co.,Ltd."
600545.SS,Saurer Intelligent Technology Co. Ltd
600103.SS,"Fujian Qingshan Paper Industry Co., Ltd."
603043.SS,Guangzhou Restaurant Group Company Limited
600335.SS,"Sinomach Automobile Co.,Ltd."
600682.SS,"Nanjing Xinjiekou Department Store Co., Ltd."
688439.SS,"Guizhou Zhenhua Fengguang Semiconductor Co., Ltd."
688720.SS,"Jiangsu Aisen Semiconductor Material Co.,Ltd."
600693.SS,"Fujian Dongbai (Group) Co.,Ltd."
600789.SS,"Shandong Lukang Pharmaceutical Co.,Ltd."
600604.SS,"Shanghai Shibei Hi-Tech Co.,Ltd."
900902.SS,"Shanghai Shibei Hi-Tech Co.,Ltd."
688356.SS,"Jenkem Technology Co., Ltd."
601089.SS,"Beijing Foyou Pharma CO.,LTD"
688486.SS,Lontium Semiconductor Corporation
688513.SS,"Chengdu Easton Biopharmaceuticals Co., Ltd."
688011.SS,"Harbin Xinguang Optic-Electronics Technology Co.,Ltd."
603045.SS,Fuda New Material Group Co. Ltd.
600117.SS,"Xining Special Steel.Co.,Ltd"
688522.SS,"Guangdong Naruida Technology Co., Ltd."
600587.SS,"Shinva Medical Instrument Co.,Ltd."
688691.SS,"Brite Semiconductor (Shanghai) Co., Ltd."
600657.SS,"Cinda Real Estate Co., Ltd."
601015.SS,"Shaanxi Heimao Coking Co., Ltd."
688227.SS,"Bingo Software Co., Ltd."
600917.SS,Chongqing Gas Group Corporation Ltd.
688598.SS,"KBC Corporation, Ltd."
603496.SS,EmbedWay Technologies (Shanghai) Corporation
600059.SS,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd"
601226.SS,"Huadian Heavy Industries Co., Ltd."
601686.SS,"Tianjin You Fa Steel Pipe Group Stock Co., Ltd."
600305.SS,"Jiangsu Hengshun Vinegar-Industry Co.,Ltd"
600078.SS,"Jiangsu ChengXing Phosph-Chemicals Co., Ltd."
603262.SS,"TSI Group Co., Ltd."
603033.SS,"Sanwei Holding Group Co.,Ltd"
688553.SS,"Sichuan Huiyu Pharmaceutical Co., Ltd."
603200.SS,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd"
603395.SS,"CNSIG Anhui Hongsifang Fertilizer Co., Ltd."
603123.SS,"Beijing Cuiwei Tower Co., Ltd."
600510.SS,"Black Peony (Group) Co., Ltd."
603399.SS,"Jinzhou Yongshan Lithium Co., Ltd"
601595.SS,"Shanghai Film Co., Ltd."
600889.SS,"Nanjing Chemical Fiber Co., Ltd."
600603.SS,Guanghui Logistics Co.Ltd
600861.SS,"FESCO Group Co., Ltd."
600683.SS,Metro Land Corporation Ltd.
688087.SS,"Intco Recycling Resources Co., Ltd."
603477.SS,Leshan Giantstar Farming&Husbandry Corporation Limited
600724.SS,Ningbo Fuda Company Limited
601121.SS,"Xinjiang Baodi Mining Co., Ltd."
603128.SS,CTS International Logistics Corporation Limited
603181.SS,"Zhejiang Huangma Technology Co.,Ltd"
688108.SS,Sino Medical Sciences Technology Inc.
600846.SS,"Shanghai Tongji Science&Technology Industrial Co.,Ltd"
600108.SS,"Gansu Yasheng Industrial (Group) Co., Ltd."
603277.SS,"Yindu Kitchen Equipment Co., Ltd"
600252.SS,"Guangxi Wuzhou Zhongheng Group Co., Ltd"
601908.SS,"Beijing Jingyuntong Technology Co., Ltd."
688253.SS,"Innovita Biological Technology Co., Ltd."
603223.SS,"Hengtong Logistics Co., Ltd."
600903.SS,Guizhou Gas Group Corporation Ltd.
603977.SS,"Jiangxi Guotai Group Co.,Ltd."
603065.SS,"Suqian Unitech Corp.,Ltd."
605128.SS,"Shanghai Yanpu Metal Products Co.,Ltd"
600468.SS,"Tianjin Benefo Tejing Electric Co., Ltd."
603050.SS,"Shijiazhuang Kelin Electric Co., Ltd."
688621.SS,"Beijing Sun-Novo Pharmaceutical Research Co., Ltd."
600125.SS,"China Railway Tielong Container Logistics Co., Ltd"
605305.SS,3S Industry Group Inc.
688601.SS,"Wuxi ETEK Microelectronics Co.,Ltd."
600815.SS,Xiamen XGMA Machinery Company Limited
600866.SS,"Star Lake Bioscience Co., Inc.Zhaoqing Guangdong"
600851.SS,"Shanghai Haixin Group Co., Ltd."
900917.SS,"Shanghai Haixin Group Co., Ltd."
603091.SS,"Zhejiang Zhongxin Environmental Protection Technology Group Co., Ltd."
603985.SS,"Jiangyin Hengrun Heavy Industries Co., Ltd"
688179.SS,"Shanghai Aladdin Biochemical Technology Co.,Ltd."
600525.SS,ChangYuan Technology Group Ltd.
603416.SS,"Wuxi Xinjie Electric Co., Ltd."
600748.SS,"Shanghai Industrial Development Co.,Ltd"
688221.SS,Frontier Biotechnologies Inc.
603071.SS,"ZJMI Environmental Energy Co., Ltd."
605365.SS,Leedarson IoT Technology Inc.
688276.SS,Changchun BCHT Biotechnology Co.
688277.SS,"Tinavi Medical Technologies Co., Ltd."
600775.SS,Nanjing Panda Electronics Company Limited
600590.SS,"Tellhow Sci-Tech Co., Ltd."
688805.SS,"Ningbo Jansen Superconducting Technologies Co., Ltd."
688480.SS,"Science Environmental Protection Co., Ltd."
605007.SS,"Wuzhou Special Paper Group Co., Ltd."
600195.SS,"China Animal Husbandry Industry Co., Ltd."
600227.SS,"Guizhou Chitianhua Co.,Ltd."
600429.SS,"Beijing Sanyuan Foods Co., Ltd."
603221.SS,"Elegant Home-Tech Co., Ltd."
600797.SS,"Insigma Technology Co., Ltd."
603931.SS,"Hangzhou Greenda Electronic Materials Co., Ltd."
600676.SS,"Shanghai Juss Sports and Entertainment Group Co., Ltd."
603166.SS,"GUILIN FUDA Co.,Ltd."
688312.SS,Shenzhen Yanmade Technology Inc.
603082.SS,"RIAMB (Beijing) Technology Development Co., Ltd."
688518.SS,"Shenzhen United Winners Laser Co., Ltd."
600610.SS,"Guizhou Zhongyida Co., Ltd"
600557.SS,"Jiangsu Kanion Pharmaceutical Co.,Ltd."
900906.SS,"Guizhou Zhongyida Co., Ltd"
600955.SS,"Lihuayi Weiyuan Chemical Co., Ltd."
603517.SS,"Juewei Food Co., Ltd."
600368.SS,"Guangxi Wuzhou Communications Co., Ltd."
600169.SS,"Taiyuan Heavy Industry Co., Ltd."
600713.SS,Nanjing Pharmaceutical Group Company Limited
688103.SS,"Kunshan GuoLi Electronic Technology Co., Ltd."
603866.SS,"Toly Bread Co., Ltd."
688326.SS,"Beijing Jingwei Hirain Technologies Co., Inc."
603990.SS,"Suzhou MedicalSystem Technology Co., Ltd."
600828.SS,"Maoye Commercial Co., Ltd."
603608.SS,"Topscore Fashion Co., Ltd."
688556.SS,"Qingdao Gaoce Technology Co., Ltd."
688191.SS,"Zhiyang Innovation Technology Co., Ltd."
600708.SS,"Bright Real Estate Group Co.,Limited"
688049.SS,"Actions Technology Co., Ltd."
688622.SS,"Guangzhou Hexin Instrument Co.,Ltd."
600158.SS,"China Sports Industry Group Co., Ltd."
600966.SS,"Shandong Bohui Paper Industry Co.,Ltd."
600810.SS,Shenma Industry Co.Ltd
688290.SS,"Hangzhou Jingye Intelligent Technology Co., Ltd."
600054.SS,"Huangshan Tourism Development Co.,Ltd."
900942.SS,"Huangshan Tourism Development Co.,Ltd."
688488.SS,"Jiangsu Aidea Pharmaceutical Group Co., Ltd."
600780.SS,Top Energy Company Ltd.Shanxi
688591.SS,"Telink Semiconductor(Shanghai)Co.,Ltd."
605167.SS,Jiangsu Libert INC.
600987.SS,"Zhejiang Hangmin Co.,Ltd"
688626.SS,"Xiangyu Medical Co.,Ltd"
600771.SS,"GuangYuYuan Chinese Herbal Medicine Co., Ltd."
688176.SS,"Jiangsu Yahong Meditech Co., Ltd."
605011.SS,"Hangzhou Cogeneration Group Co., Ltd."
600400.SS,"Jiangsu Hongdou Industrial Co.,LTD"
600881.SS,"Jilin Yatai (Group) Co., Ltd."
600841.SS,Shanghai New Power Automotive Technology Company Limited
600496.SS,"Changjiang & Jinggong Steel Building (Group) Co., Ltd"
605098.SS,"Shanghai Action Education Technology CO.,LTD."
900920.SS,Shanghai New Power Automotive Technology Company Limited
600962.SS,"SDIC Zhonglu Fruit Juice Co.,Ltd."
688570.SS,"Beijing Tianma Intelligent Control Technology CO., LTD."
603229.SS,"Zhejiang Ausun Pharmaceutical Co., Ltd."
688505.SS,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd."
603489.SS,"Bafang Electric (Suzhou) Co.,Ltd."
688631.SS,"Nanjing LES Information Technology Co., Ltd."
600770.SS,"Jiangsu Zongyi Co.,LTD"
688550.SS,"Xi'an Manareco New Materials Co.,Ltd"
605598.SS,"Shanghai Geoharbour Construction Group Co., Ltd."
600643.SS,"Shanghai Aj Group Co.,Ltd"
603969.SS,"Silvery Dragon Group Co., Ltd. Tianjin"
601515.SS,"Quzhou DFP New Material Group Co., Ltd."
600422.SS,"KPC Pharmaceuticals,Inc."
603279.SS,Jingjin Equipment Inc.
603367.SS,"Cisen Pharmaceutical Co., Ltd."
688750.SS,"Hunan Xiangtou Goldsky Titanium Industry Technology Co., Ltd."
603402.SS,"Shaanxi Tourism Culture Industry Holding Co.,Ltd"
600325.SS,"Zhuhai Huafa Properties Co.,Ltd"
688658.SS,"Youcare Pharmaceutical Group Co., Ltd."
688479.SS,"Yonyou Auto Information Technology (Shanghai) Co.,Ltd"
601789.SS,"Ningbo Construction Co., Ltd."
603861.SS,"Guangzhou Baiyun Electric Equipment Co., Ltd."
600715.SS,"Cultural Investment Holdings Co.,Ltd"
603197.SS,Shanghai Baolong Automotive Corporation
603466.SS,"Shanghai Fengyuzhu Culture Technology Co., Ltd."
688699.SS,"Shenzhen Sunmoon Microelectronics Co., Ltd"
688577.SS,"Zhe Jiang Headman Machinery Co.,Ltd."
600698.SS,"Hunan Tyen Machinery Co.,Ltd"
603311.SS,"Zhejiang Goldensea Hi-Tech Co., Ltd"
605277.SS,"Xinya Electronic Co., Ltd."
605005.SS,"CWB Automotive Electronics Co., Ltd."
688478.SS,"Crystal Growth & Energy Equipment Co.,Ltd."
688510.SS,"Wuxi Hyatech Co.,Ltd."
603010.SS,"Zhejiang Wansheng Co., Ltd."
688315.SS,"Novogene Co., Ltd."
688788.SS,"ShenZhen Consys Science&Technology Co., Ltd."
605178.SS,"Beijing New Space Technology Co., Ltd."
688135.SS,"Guangdong Leadyo IC Testing Co., Ltd."
600691.SS,"Shanxi Lu'an Chemical Technology Co., Ltd."
603293.SS,"Wuhu Atech Automotive Co., Ltd."
900946.SS,"Hunan Tyen Machinery Co.,Ltd"
600975.SS,"Hunan New Wellful Co.,Ltd."
688419.SS,"Nextool Technology Co., Ltd."
688079.SS,"Hangzhou Mdk Opto Electronics Co.,Ltd."
600370.SS,"Jiangsu Sanfame Polyester Material Co.,Ltd."
600203.SS,"Fujian Furi Electronics Co.,Ltd"
600127.SS,"Jinjian Cereals Industry Co.,Ltd."
600310.SS,"Guangxi Energy Co., Ltd."
688512.SS,"Smarter Microelectronics (Guangzhou) Co., Ltd."
688230.SS,"Shanghai Prisemi Electronics Co.,Ltd."
688646.SS,Wuhan Yifi Laser Corporation Limited
601500.SS,"Jiangsu General Science Technology Co., Ltd."
600617.SS,Shanxi Guoxin Energy Corporation Limited
900913.SS,Shanxi Guoxin Energy Corporation Limited
688307.SS,"Jiaxing ZMAX Optech Co., Ltd."
688733.SS,"Anhui Estone Materials Technology Co.,Ltd"
688366.SS,"Shanghai Haohai Biological Technology Co., Ltd."
600894.SS,"Guangzhou Guangri Stock Co.,Ltd."
605183.SS,"Quechen Silicon Chemical Co., Ltd."
603213.SS,"Zhejiang Oceanking Development Co., Ltd."
688448.SS,"Nanjing CIGU Technology Corp.,LTD."
600963.SS,"Yueyang Forest & Paper Co., Ltd."
603897.SS,"Zhejiang grandwall electric science&technology co.,ltd."
603391.SS,"Zhejiang Liju Thermal Equipment Co., Ltd."
600897.SS,"Xiamen International Airport Co.,Ltd"
688418.SS,"Genew Technologies Co.,Ltd."
603867.SS,"Zhejiang Xinhua Chemical Co.,Ltd"
600375.SS,"Hanma Technology Group Co.,Ltd."
603685.SS,"Zhejiang Chenfeng Technology Co., Ltd."
603778.SS,"Guosheng Shian Technology Co., Ltd."
605555.SS,"Ningbo Dechang Electrical Machinery Made Co., Ltd."
688526.SS,"Wuhan Keqian Biology Co.,Ltd"
603595.SS,"Zhejiang Tony Electronic Co., Ltd"
603333.SS,"Sunway Co., Ltd."
600501.SS,Aerosun Corporation
603155.SS,"Xinyaqiang Silicon Chemistry Co.,Ltd"
603660.SS,"Suzhou Keda Technology Co.,Ltd"
688655.SS,Shenzhen Xunjiexing Technology Corp. Ltd.
603270.SS,"Shandong Golden Empire Precision Machinery Technology Co., Ltd."
688799.SS,"Hunan Warrant Pharmaceutical Co.,Ltd"
603373.SS,"Anbang Save-Guard Group Co.,Ltd."
600449.SS,"Ningxia Building Materials Group Co.,Ltd"
603400.SS,"Suzhou Huazhijie Telecom Co., Ltd."
605339.SS,"Namchow Food Group (Shanghai) Co., Ltd."
603383.SS,"Fujian Apex Software Co.,LTD"
600433.SS,"Guangdong Guanhao High-Tech Co., Ltd."
600255.SS,"Anhui Xinke New Materials Co.,Ltd"
605188.SS,"Jiangxi Guoguang Commercial Chains Co., Ltd."
605366.SS,"Jiangxi Hungpai New Material Co., Ltd."
688787.SS,Beijing Haitian Ruisheng Science Technology Ltd.
600592.SS,"Fujian Longxi Bearing (Group) Co., Ltd"
600479.SS,"ZhuZhou QianJin Pharmaceutical Co.,Ltd"
688173.SS,"Halo Microelectronics Co., Ltd."
601116.SS,"Sanjiang Shopping Club Co.,Ltd"
600425.SS,"Xinjiang Qingsong Building Materials and Chemicals Group Co., Ltd."
603217.SS,"Yuanli Chemical Group Co.,Ltd."
603877.SS,"Ningbo Peacebird Fashion Co.,Ltd."
688499.SS,"Guangdong Lyric Robot Automation Co.,Ltd."
600983.SS,"Whirlpool China Co., Ltd."
600829.SS,HPGC Renmintongtai Pharmaceutical Corporation
600586.SS,"Shandong Jinjing Science & Technology Stock Co.,Ltd"
688656.SS,"HOB Biotech Group Corp.,Ltd"
688365.SS,"Hangzhou Raycloud Technology Co.,Ltd"
603012.SS,"Shanghai Chuangli Group Co., Ltd."
688226.SS,"Wetown Electric Group Co., Ltd."
600230.SS,"Cangzhou Dahua Co., Ltd."
600488.SS,"Tianjin Tianyao Pharmaceuticals Co., Ltd."
600477.SS,"Hangxiao Steel Structure Co., Ltd."
603366.SS,"Solareast Holdings Co., Ltd."
603211.SS,"Jintuo Technology Co., Ltd."
603352.SS,"Chongqing Zhixin Industrial Co., Ltd"
603108.SS,"Shanghai Runda Medical Technology Co., Ltd."
688137.SS,Novoprotein Scientific Inc.
603336.SS,"Great-Sun Foods Co., Ltd."
688093.SS,"Suzhou Shihua New Material Technology Co., Ltd."
600721.SS,"Xinjiang Bai Hua Cun Pharma Tech Co.,Ltd"
601199.SS,"Jiangsu Jiangnan Water Co., Ltd."
688719.SS,"Xi'an Actionpower Electric Co., Ltd."
600826.SS,Dlg Exhibitions & Events Corporation Limited
688334.SS,"Xi'an High Voltage Apparatus Research Institute Co., Ltd."
688620.SS,"Guangzhou Anyka Microelectronics Co., Ltd."
600223.SS,"Lushang Freda Pharmaceutical Co.,Ltd."
688685.SS,Jiangsu Maixinlin Aviation Science and Technology Corp.
688309.SS,Niutech Environment Technology Corporation
605056.SS,"Xianheng International Science&Technology Co., Ltd."
600576.SS,"Zhejiang Sunriver Culture Tourism Co.,Ltd."
688232.SS,"Guo Tai Epoint Software Co.,Ltd"
600742.SS,"Changchun FAWAY Group Automobile Components Co., Ltd."
600106.SS,"Chongqing road & bridge co.,ltd"
603370.SS,Jiangyin Huaxin Precision Technology Corporation
688115.SS,"Smartgiant Technology Co., Ltd."
603135.SS,"Zhongzhong Science & Technology (Tianjin) Co., Ltd."
688219.SS,"Orinko Advanced Plastics Co.,LTD"
600081.SS,"Dong Feng Electronic Technology Co.,Ltd."
600855.SS,"Beijing Aerospace Changfeng Co.,Ltd"
603889.SS,Zhejiang Xinao Textiles Inc.
688653.SS,"Grand Kangxi Communication Technologies (Shanghai) Co., Ltd."
603708.SS,"Jiajiayue Group Co., Ltd."
605288.SS,Changzhou Kaidi Electrical Inc.
601968.SS,"Shanghai Baosteel Packaging Co., Ltd."
688562.SS,"Beijing Shenzhou Aerospace Software Technology Co., ltd"
605018.SS,"Changhua Holding Group Co., Ltd."
688721.SS,"Shenzhen Longtu Photomask Co., Ltd."
603776.SS,"Youon Technology Co.,Ltd"
688069.SS,"Wuxi Delinhai Environmental Technology Co.,Ltd"
688693.SS,"Suzhou Convert Semiconductor CO., LTD."
600769.SS,Wuhan Xianglong Power Industry Co.Ltd
601011.SS,"Baotailong New Materials Co., Ltd."
600981.SS,Jiangsu High Hope International Group Corporation
688170.SS,"Suzhou Delphi Laser Co., Ltd."
603318.SS,"Shuifa Energas Gas Co., Ltd."
603609.SS,"Wellhope Foods Co., Ltd."
603098.SS,"Center International Group Co.,Ltd."
600035.SS,"Hubei Chutian Smart Communication Co.,Ltd."
603130.SS,"Zhejiang Yunzhongma Co.,Ltd."
601008.SS,"Jiangsu Lianyungang Port Co., Ltd."
601177.SS,"Hangzhou Advance Gearbox Group Co., Ltd."
603887.SS,"Shanghai CDXJ Digital Technology Co.,Ltd"
600730.SS,"China Hi-Tech Group Co., Ltd."
603068.SS,Beken Corporation
603666.SS,"Yijiahe Technology Co., Ltd."
603507.SS,"JiangSu Zhenjiang New Energy Equipment Co., Ltd."
603848.SS,"Guangdong Hotata Technology Group Co.,Ltd."
688151.SS,"Hubei Huaqiang High-Tech Co., Ltd."
600694.SS,"Dashang Co., Ltd."
603353.SS,"Hunan Heshun Petroleum Co.,Ltd."
688109.SS,"Pinming Technology Co., Ltd."
600234.SS,"Kexin Development Co.,Ltd,Shanxi"
603587.SS,"Dazzle Fashion Co., Ltd"
605009.SS,"Hangzhou Haoyue Personal Care Co., Ltd"
603275.SS,"Shanghai Zhongchen Electronic Technology Co.,Ltd."
603285.SS,"Shandong Jianbang New Material Co., Ltd."
600605.SS,"Shanghai Huitong Energy Co.,Ltd"
600278.SS,"Orient International Enterprise, Ltd."
603901.SS,"Hangzhou Youngsun Intelligent Equipment Co., Ltd."
688575.SS,"Shenzhen YHLO Biotech Co., Ltd."
603758.SS,Chongqing Qin'an M&E PLC.
